timestamp,temperature,pressure,fps,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z,roll,pitch,yaw
34834.0,31.0,0.0,1000.0,-0.5,-0.802,-0.098,14.78,-31.31,-30.61,22.22,71.77,-9.15,113.61,-61.58,-0.14
34884.0,31.0,0.0,1000.0,-0.417,-0.934,-0.18,-2.94,-18.66,-18.25,23.16,73.56,-9.62,110.87,-62.98,-1.47
34934.0,31.0,0.0,1000.0,-0.386,-0.89,-0.194,-36.99,6.03,-21.19,22.88,73.22,-10.09,113.89,-63.53,1.86
34984.0,31.0,0.0,1000.0,-0.36,-0.873,-0.264,-11.6,0.54,-1.2,22.76,72.11,-9.31,117.3,-63.32,5.74
35034.0,31.0,0.0,1000.0,-0.447,-0.953,-0.164,-14.06,-2.78,-12.47,22.43,71.45,-9.35,118.12,-63.23,6.26
35084.0,31.0,0.0,1000.0,-0.365,-0.917,-0.242,-61.59,28.29,-19.45,22.54,70.45,-8.8,121.04,-63.88,10.63
35134.0,31.0,0.0,1000.0,-0.381,-0.803,-0.271,0.36,-6.77,0.99,22.94,70.62,-8.67,121.17,-63.86,11.26
35184.0,31.0,0.0,1000.0,-0.25,-1.069,-0.128,-46.4,128.21,44.55,22.44,71.26,-8.88,120.89,-63.37,8.78
35234.0,31.0,0.0,1000.0,-0.374,-0.908,-0.175,9.49,-6.31,2.6,23.08,73.48,-9.62,113.13,-64.56,1.75
35284.0,31.0,0.0,1000.0,-0.409,-0.981,-0.11,18.83,5.68,-4.24,23.27,73.92,-9.9,112.19,-64.83,0.93
35334.0,32.0,0.0,1000.0,-0.357,-0.941,-0.17,28.49,4.05,-7.55,22.55,74.42,-10.31,112.27,-65.33,0.3
35384.0,32.0,0.0,1000.0,-0.379,-0.943,-0.122,-19.85,15.68,-13.28,22.05,74.63,-10.2,113.33,-65.86,0.82
35434.0,32.0,0.0,1000.0,-0.366,-0.865,-0.193,-7.12,2.71,-13.09,20.76,73.16,-8.91,119.67,-65.9,6.62
35484.0,32.0,0.0,1000.0,-0.318,-0.87,-0.243,41.04,-19.59,11.86,21.48,74.22,-9.8,115.12,-66.61,3.13
35534.0,32.0,0.0,1000.0,-0.361,-0.954,-0.183,8.26,-11.73,6.81,22.49,75.48,-11.09,111.12,-66.66,-0.01
35584.0,32.0,0.0,1000.0,-0.36,-0.915,-0.153,28.92,22.87,7.81,22.7,76.38,-11.34,108.05,-66.72,-3.65
35634.0,32.0,0.0,1000.0,-0.355,-0.871,-0.156,-26.17,32.6,-14.07,21.56,76.21,-11.1,110.1,-66.76,-2.99
35684.0,32.0,0.0,1000.0,-0.37,-0.889,-0.149,-16.33,4.56,0.76,20.86,75.46,-10.3,113.45,-66.39,0.02
35734.0,32.0,0.0,1000.0,-0.391,-0.934,-0.176,-35.54,9.53,-1.89,20.84,74.44,-10.2,115.98,-65.83,2.63
35784.0,32.0,0.0,1000.0,-0.368,-0.892,-0.193,-25.8,14.37,-1.35,20.39,72.17,-8.92,121.33,-64.93,7.67
35834.0,32.0,0.0,1000.0,-0.359,-0.899,-0.266,-80.65,23.43,-7.41,19.53,70.12,-7.36,127.53,-63.56,13.75
35884.0,32.0,0.0,1000.0,-0.354,-0.839,-0.332,35.07,-26.6,3.9,18.88,67.71,-6.62,130.55,-62.52,16.78
35934.0,32.0,0.0,1000.0,-0.342,-0.901,-0.244,52.95,-14.51,27.82,19.48,68.53,-6.98,127.04,-62.94,13.54
35984.0,32.0,0.0,1000.0,-0.378,-0.883,-0.248,63.03,-32.42,-0.35,21.0,71.24,-7.97,119.06,-64.3,6.62
36034.0,32.0,0.0,1000.0,-0.447,-1.035,-0.06,4.45,-35.08,-32.64,22.02,72.42,-8.88,116.0,-65.03,4.25
36084.0,32.0,0.0,1000.0,-0.35,-0.888,-0.14,7.96,-6.58,-11.69,22.26,72.2,-8.93,118.46,-65.87,8.05
36134.0,32.0,0.0,1000.0,-0.362,-0.935,-0.207,21.76,-13.66,-16.37,22.74,73.07,-9.66,116.54,-66.52,6.72
36184.0,32.0,0.0,1000.0,-0.419,-0.829,-0.348,129.99,-12.52,-43.59,22.72,75.3,-10.75,111.26,-68.53,1.51
36234.0,32.0,0.0,1000.0,-0.369,-1.009,-0.116,-13.62,0.46,24.59,21.25,74.4,-10.25,117.06,-68.54,6.76
36284.0,32.0,0.0,1000.0,-0.36,-0.984,-0.169,-61.17,5.75,-7.29,21.55,73.74,-9.29,120.46,-67.85,10.43
36334.0,32.0,0.0,1000.0,-0.302,-0.896,-0.241,-51.27,-12.77,-20.99,21.55,72.04,-9.08,127.01,-67.07,17.68
36384.0,32.0,0.0,1000.0,-0.268,-0.865,-0.211,54.14,-25.16,-39.29,21.3,71.09,-7.71,130.15,-67.74,21.44
36434.0,32.0,0.0,1000.0,-0.219,-0.879,-0.325,-110.61,40.44,36.95,23.52,75.89,-11.07,125.12,-71.31,20.36
36484.0,32.0,0.0,1000.0,-0.3,-0.94,-0.226,54.05,23.92,24.81,23.59,75.07,-10.82,122.38,-70.81,16.91
36534.0,32.0,0.0,1000.0,-0.245,-0.828,-0.051,-6.81,-35.59,5.67,22.34,76.83,-11.31,114.69,-70.29,6.34
36584.0,32.0,0.0,1000.0,-0.378,-1.01,-0.176,-4.68,11.39,-2.18,21.69,74.16,-9.84,120.24,-69.42,11.32
36634.0,32.0,0.0,1000.0,-0.344,-0.971,-0.124,6.13,4.87,-6.51,21.35,73.85,-9.29,121.33,-69.44,11.96
36684.0,32.0,0.0,1000.0,-0.257,-0.869,-0.223,-2.75,2.97,-10.12,20.65,74.87,-10.1,121.18,-70.04,11.5
36734.0,32.0,0.0,1000.0,-0.298,-0.965,-0.191,12.87,-3.79,5.35,20.57,74.9,-10.3,120.58,-70.03,10.9
36784.0,32.0,0.0,1000.0,-0.311,-0.962,-0.14,17.24,-12.67,-8.76,20.77,75.58,-10.82,117.46,-70.63,8.07
36834.0,32.0,0.0,1000.0,-0.282,-0.917,-0.173,-21.9,2.22,-0.25,20.9,75.25,-10.61,120.56,-70.39,11.36
36884.0,32.0,0.0,1000.0,-0.291,-0.939,-0.191,-10.94,6.39,2.2,20.77,74.55,-9.97,122.77,-69.82,13.39
36934.0,32.0,0.0,1000.0,-0.292,-0.94,-0.2,3.58,-1.35,3.88,20.85,74.18,-9.76,122.79,-69.68,13.32
36984.0,32.0,0.0,1000.0,-0.297,-0.946,-0.206,8.12,-3.46,7.5,20.84,74.12,-9.5,122.3,-69.52,12.83
37034.0,32.0,0.0,1000.0,-0.303,-0.942,-0.19,-6.92,5.09,-0.33,21.03,74.33,-10.29,121.74,-69.44,12.17
37084.0,32.0,0.0,1000.0,-0.302,-0.933,-0.194,-29.01,6.84,-3.53,20.88,73.81,-9.31,123.4,-69.2,13.8
37134.0,32.0,0.0,1000.0,-0.289,-0.915,-0.204,-41.68,-0.83,4.59,20.62,72.5,-8.75,127.74,-68.08,18.08
37184.0,32.0,0.0,1000.0,-0.321,-0.921,-0.251,-22.6,13.0,6.23,20.51,69.91,-7.9,131.77,-66.28,22.27
37234.0,32.0,0.0,1000.0,-0.241,-0.87,-0.132,-3.4,23.01,10.18,22.09,71.83,-8.64,124.66,-67.78,16.3
